Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttritionFlag,AvgWorkingHours,PercentOvertime,TotalLeaves,OvertimeRatio,OvertimeFlag,IncomePerHour,TimeSinceLastPromoRatio,Satisfaction_X_Hours,CommuteStressIndex,TenureBucket,RiskScore,RiskCohort,log_income
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,1349,Female,1,Manager,Single,15690.0,2.0,11,8,0,18.0,2,4,0,3,1,4,3,4,3,1,7.189976851851852,0.008333333333333333,9,0.8987471064814815,0,503.97333074206756,0.0,35.94988425925926,13.991048927491288,3-5,0.5,Low,9.660842578559068
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1350,Female,1,Research Scientist,Married,165835.0,4.0,13,8,1,17.0,3,15,5,9,4,3,4,4,3,0,7.877014739229025,0.3224489795918367,4,0.9846268424036281,0,4862.130830063638,0.3333333333333333,55.13910317460317,16.37979167317719,>10,0.0,Low,12.018754627185396
25,No,Travel_Rarely,Sales,29,1,Medical,1351,Female,3,Research Scientist,Married,30690.0,2.0,14,8,1,6.0,3,2,2,2,1,3,3,2,3,0,7.793299199623353,0.23728813559322035,13,0.9741623999529191,0,909.4684592098097,1.0,31.17319679849341,26.50654883226872,1-3,1.5,Medium,10.33172473098649
30,No,Travel_Rarely,Research & Development,21,1,Medical,1352,Male,2,Laboratory Technician,Married,104350.0,0.0,11,8,0,12.0,5,11,4,7,3,4,1,3,3,0,9.995206830206829,1.0,18,1.2494008537758536,1,2411.0863905809406,0.36363636363636365,69.96644781144781,30.895608642266314,>10,2.5,High,11.555515495593113
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1353,Female,2,Research Director,Single,41480.0,7.0,15,8,0,10.0,0,5,0,4,1,1,4,2,3,1,7.901718319559229,0.3925619834710744,7,0.9877147899449036,0,1212.3536029691409,0.0,15.803436639118457,8.680924847461693,5-10,0.5,Low,10.632990770056727
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1354,Female,2,Healthcare Representative,Single,57680.0,5.0,23,8,1,9.0,4,6,0,3,3,4,2,3,4,0,7.374128019323671,0.017391304347826087,19,0.9217660024154589,0,1806.4530655522185,0.0,51.6188961352657,8.101307660240812,5-10,1.0,Low,10.962683108840446
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1355,Female,2,Research Director,Single,50420.0,3.0,16,8,1,19.0,4,3,2,2,4,3,3,3,3,0,10.415906729900632,1.0,3,1.301988341237579,1,1117.9383709301676,0.6666666666666666,72.91134710930443,21.65926914841795,3-5,2.5,High,10.828163033944676
30,No,Travel_Rarely,Sales,13,3,Marketing,1356,Female,2,Laboratory Technician,Single,57700.0,1.0,16,8,1,5.0,2,5,0,4,1,3,2,4,3,0,6.6802943262411345,0.0,14,0.8350367907801418,0,1994.7676633918852,0.0,26.721177304964538,17.629679705653892,5-10,1.0,Low,10.96302978336854
32,No,Travel_Frequently,Sales,2,3,Marketing,1357,Male,3,Laboratory Technician,Divorced,77560.0,0.0,21,8,0,9.0,3,8,0,7,4,4,4,3,4,0,6.505978561549101,0.0,8,0.8132473201936377,0,2753.196927303204,0.0,52.04782849239281,7.147547997529114,5-10,0.0,Low,11.25882000251741
30,No,Travel_Rarely,Research & Development,1,3,Medical,1358,Female,3,Sales Executive,Divorced,103060.0,5.0,13,8,0,8.0,5,3,2,2,4,1,3,3,3,0,6.720969785575049,0.0,21,0.8401212231968811,0,3541.3618035268173,0.6666666666666666,33.604848927875246,4.6586212574999255,3-5,0.5,Low,11.543076324920722
30,No,Travel_Rarely,Sales,9,3,Medical,1359,Male,2,Research Scientist,Single,39360.0,0.0,11,8,1,6.0,3,5,1,2,2,4,3,3,3,0,6.39401559454191,0.0,21,0.7992519493177388,0,1421.652660938796,0.2,38.36409356725146,14.722764992363665,5-10,0.5,Low,10.580530757347516
41,No,Travel_Frequently,Sales,10,2,Medical,1360,Female,3,Manufacturing Director,Divorced,79450.0,4.0,12,8,1,21.0,6,7,7,7,4,1,2,2,3,0,7.318976124885216,0.0,7,0.914872015610652,0,2507.007739752064,1.0,36.59488062442608,17.550138251586397,5-10,1.5,Medium,11.282895758418062
41,No,Travel_Rarely,Research & Development,10,4,Medical,1361,Male,4,Research Scientist,Married,57430.0,2.0,12,8,3,7.0,2,5,1,4,3,1,3,4,3,0,8.016141843971631,0.502127659574468,14,1.002017730496454,1,1654.5714514398032,0.2,32.064567375886526,19.22186863374079,5-10,1.0,Low,10.958339506208922
19,No,Travel_Rarely,Research & Development,1,3,Other,1362,Female,5,Manufacturing Director,Single,152020.0,1.0,18,8,3,1.0,2,1,0,0,2,2,3,2,3,0,6.380013774104683,0.0,7,0.7975017217630854,0,5502.894864763653,0.0,25.520055096418734,4.422288559454277,1-3,0.0,Low,11.931773948180227
40,No,Travel_Frequently,Research & Development,26,4,Medical,1363,Male,2,Manufacturing Director,Divorced,54400.0,1.0,12,8,1,20.0,2,20,2,13,2,2,3,3,3,0,7.003960769980506,0.0,21,0.8754950962475633,0,1793.7722390533415,0.1,28.015843079922025,23.083912113749818,>10,0.5,Low,10.904137815028022
35,No,Travel_Rarely,Sales,8,1,Marketing,1364,Female,3,Laboratory Technician,Married,37600.0,1.0,14,8,3,10.0,2,10,0,6,3,2,3,3,3,0,7.395136494252873,0.021551724137931036,17,0.9243920617816092,0,1174.231574780404,0.0,36.97568247126436,16.248775657928423,>10,0.5,Low,10.534785924769006
53,No,Travel_Rarely,Sales,14,2,Life Sciences,1365,Female,5,Manufacturing Director,Married,35170.0,2.0,12,8,1,13.0,1,7,4,5,2,3,1,2,3,0,10.893168103448277,1.0,17,1.3616460129310346,1,745.641834445195,0.5714285714285714,54.46584051724138,29.499246073183286,5-10,3.5,High,10.467977158387665
45,No,Travel_Rarely,Sales,1,4,Technical Degree,1366,Male,1,Research Scientist,Divorced,25800.0,8.0,17,8,3,20.0,3,17,0,15,2,2,1,3,3,0,6.790741545893719,0.0,19,0.8488426932367149,0,877.4343009422756,0.0,27.162966183574877,4.706983356447516,>10,1.5,Medium,10.158168529848494
32,No,Travel_Frequently,Sales,2,2,Life Sciences,1367,Female,1,Manufacturing Director,Single,21660.0,1.0,19,8,1,9.0,4,9,3,7,2,4,3,1,3,0,7.907401891252955,0.40425531914893614,14,0.9884252364066194,0,632.611006448989,0.3333333333333333,47.44441134751773,8.687168889167946,5-10,0.5,Low,9.983268687540978
29,No,Non-Travel,Research & Development,10,4,Technical Degree,1368,Male,3,Healthcare Representative,Married,58690.0,1.0,11,8,1,10.0,6,10,0,9,4,3,3,4,3,0,6.09657368173258,0.0,13,0.7620717102165725,0,2223.2606747515006,0.0,42.67601577212806,14.618945211693513,>10,0.0,Low,10.980041672085022
51,No,Travel_Rarely,Research & Development,1,3,Other,1369,Female,3,Research Director,Married,80080.0,2.0,15,8,1,10.0,4,1,0,0,2,3,3,3,3,0,7.573564814814815,0.08943089430894309,3,0.9466956018518519,0,2441.944682610706,0.0,37.86782407407407,5.2495950981768935,1-3,0.0,Low,11.290793901423621
58,No,Travel_Rarely,Sales,3,3,Marketing,1370,Female,1,Research Scientist,Married,52060.0,4.0,11,8,3,9.0,4,1,0,0,2,2,2,1,3,0,9.988622402890694,1.0,3,1.2485778003613368,1,1203.6789662548704,0.0,39.95448961156278,13.84717091248318,1-3,2.5,High,10.86017138696953
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,1371,Male,4,Laboratory Technician,Married,52950.0,7.0,18,8,0,15.0,4,12,2,11,3,4,2,3,3,0,6.195923489278753,0.0,21,0.7744904361598441,0,1973.6585570423845,0.16666666666666666,43.37146442495127,15.396291480086443,>10,1.0,Low,10.877122236592484
34,No,Travel_Frequently,Sales,24,4,Marketing,1372,Male,2,Manufacturing Director,Married,164130.0,6.0,16,8,0,6.0,1,4,1,2,3,3,3,3,3,0,6.977579022988506,0.0,17,0.8721973778735632,0,5432.444642103975,0.25,41.86547413793103,22.45996043320518,3-5,0.5,Low,12.008420168438793
22,No,Travel_Rarely,Research & Development,3,3,Medical,1373,Male,1,Laboratory Technician,Married,132690.0,1.0,25,8,1,2.0,2,2,2,2,3,4,3,3,4,0,7.677799497027892,0.102880658436214,6,0.9597249371284865,0,3991.29227238198,1.0,53.744596479195245,10.643690148538898,1-3,0.5,Low,11.795778395865035
27,No,Non-Travel,Research & Development,3,3,Medical,1374,Male,1,Healthcare Representative,Divorced,27830.0,6.0,16,8,1,6.0,2,2,2,2,4,2,1,4,3,0,6.300498366013072,0.0,11,0.787562295751634,0,1020.1179904707687,1.0,37.802990196078426,8.734345357049005,1-3,2.0,Medium,10.233905786321381
28,No,Travel_Rarely,Sales,4,4,Life Sciences,1375,Male,2,Healthcare Representative,Married,54330.0,1.0,13,8,1,5.0,4,5,0,2,3,4,1,2,3,0,6.532742905242905,0.0,18,0.8165928631553632,0,1920.6854292068545,0.0,45.72920033670034,10.51404410388282,5-10,1.0,Low,10.90285024541336
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1376,Male,2,Manufacturing Director,Divorced,20130.0,3.0,14,8,1,12.0,5,5,1,4,3,4,1,3,3,0,10.874485094850948,1.0,3,1.3593106368563685,1,427.51088428373487,0.2,76.12139566395663,15.075237367074168,5-10,2.5,High,9.910016194498828
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1377,Male,1,Manufacturing Director,Divorced,139660.0,1.0,19,8,0,1.0,1,1,0,1,3,3,2,3,3,0,10.614749657064472,1.0,6,1.326843707133059,1,3038.605959865728,0.0,63.68849794238683,11.661494414386631,1-3,2.0,Medium,11.846973336620705
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1378,Female,2,Manufacturing Director,Single,43740.0,3.0,15,8,1,21.0,5,5,4,4,3,2,3,4,3,0,6.208623032904149,0.0,16,0.7760778791130186,0,1627.0301119329483,0.8,31.043115164520746,9.992393293167526,5-10,0.5,Low,10.68604115633796
41,No,Travel_Rarely,Sales,7,4,Marketing,1379,Male,4,Laboratory Technician,Divorced,68420.0,4.0,12,8,1,13.0,3,9,1,8,1,3,3,3,3,0,6.187160894660894,0.0,18,0.7733951118326118,0,2553.8992682296075,0.1111111111111111,24.748643578643577,12.865839389414841,5-10,0.0,Low,11.13343507403426
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,1380,Female,1,Manager,Married,165835.0,2.0,12,8,1,12.0,0,10,7,4,2,4,3,2,3,0,6.9091439176245215,0.0,17,0.8636429897030652,0,5543.244817172515,0.7,41.45486350574713,4.789053626584332,>10,0.5,Low,12.018754627185396
38,No,Travel_Rarely,Sales,1,1,Medical,1381,Male,2,Laboratory Technician,Single,165835.0,4.0,16,8,0,12.0,0,8,0,7,1,4,4,2,3,0,6.323777777777778,0.0,14,0.7904722222222222,0,6056.360226170014,0.0,31.61888888888889,4.383308737154303,5-10,0.0,Low,12.018754627185396
32,No,Travel_Rarely,Research & Development,20,3,Medical,1382,Female,1,Manufacturing Director,Single,45810.0,3.0,14,8,1,8.0,3,5,1,4,3,3,3,3,3,0,6.933930795019157,0.0,17,0.8667413493773947,0,1525.783424600168,0.2,41.60358477011494,21.11050788705724,5-10,1.0,Low,10.732279515937446
27,No,Travel_Rarely,Research & Development,5,4,Medical,1383,Male,2,Healthcare Representative,Married,47350.0,0.0,13,8,0,6.0,2,5,1,1,3,2,2,3,3,0,8.884953703703705,1.0,15,1.110619212962963,1,1230.770045365662,0.2,44.42476851851852,15.91969993226399,5-10,2.5,High,10.765343217715396
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,1384,Male,2,Healthcare Representative,Single,41870.0,0.0,22,8,1,1.0,4,0,0,0,3,1,4,3,4,1,7.5101751207729475,0.043478260869565216,19,0.9387718900966184,0,1287.552660614171,0.0,30.04070048309179,18.008613419989384,0-1,0.5,Low,10.642348742176754
36,No,Travel_Frequently,Sales,25,3,Marketing,1385,Female,2,Research Director,Single,55050.0,4.0,21,8,2,13.0,3,8,7,2,4,2,2,3,4,0,7.4069647988505745,0.017241379310344827,17,0.9258705998563218,0,1716.4420530287564,0.875,44.44178879310345,24.132606368382042,5-10,2.0,Medium,10.916015307290108
30,No,Non-Travel,Sales,1,3,Medical,1386,Female,1,Sales Executive,Divorced,54700.0,1.0,18,8,1,12.0,2,12,6,10,3,1,3,3,3,0,6.809022458628842,0.0,14,0.8511278073286053,0,1855.3022161449499,0.5,27.23608983451537,4.719654719567929,>10,0.0,Low,10.909637269778615
45,No,Travel_Rarely,Research & Development,24,2,Medical,1387,Male,2,Sales Executive,Divorced,54760.0,4.0,13,8,1,9.0,3,5,0,3,3,1,4,3,3,0,8.125163328564616,0.6738197424892703,16,1.015645416070577,1,1556.4796372458889,0.0,32.500653314258464,26.153891811422284,5-10,1.5,Medium,10.910733540740393
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1388,Male,4,Manager,Divorced,25870.0,4.0,12,8,0,19.0,2,2,2,2,3,1,3,2,3,0,8.283279826958106,0.8319672131147541,5,1.0354099783697632,1,721.2838353609249,1.0,33.13311930783242,13.331424592806949,1-3,2.0,Medium,10.16087792924552
33,No,Travel_Rarely,Research & Development,2,2,Medical,1389,Male,1,Sales Executive,Single,24400.0,0.0,18,8,3,4.0,4,3,0,2,3,4,4,3,3,0,6.78991822991823,0.0,18,0.8487397787397788,0,829.9222074968728,0.0,47.529427609427614,7.459487606439787,3-5,0.5,Low,10.102379394048045
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,1390,Male,2,Sales Executive,Single,159720.0,1.0,21,8,0,1.0,2,1,1,0,2,4,2,3,4,1,7.208066378066378,0.008658008658008658,18,0.9010082972582972,0,5117.4384492292675,1.0,43.24839826839827,15.837740600958313,1-3,1.5,Medium,11.981183822114232
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1391,Female,2,Laboratory Technician,Divorced,153790.0,1.0,12,8,0,24.0,1,24,15,7,2,1,3,1,3,0,6.921690307328605,0.0,14,0.8652112884160756,0,5131.307446471703,0.625,20.765070921985817,16.597488467717564,>10,0.5,Low,11.943349816786196
38,No,Travel_Rarely,Sales,4,4,Life Sciences,1392,Male,1,Manufacturing Director,Single,70820.0,1.0,14,8,0,2.0,3,2,2,1,3,4,3,4,3,0,7.930844955834496,0.4309623430962343,10,0.991355619479312,0,2062.2844463226998,1.0,55.51591469084147,12.764202549556785,1-3,0.5,Low,11.167910845871203
31,No,Travel_Rarely,Sales,2,5,Life Sciences,1393,Male,2,Sales Representative,Married,27280.0,8.0,11,8,0,7.0,3,4,0,2,3,4,3,4,3,0,10.362566807313643,1.0,12,1.2953208509142053,1,607.9797664064921,0.0,72.5379676511955,11.384443236659026,3-5,1.5,Medium,10.213945768177046
34,No,Travel_Rarely,Sales,9,3,Marketing,1394,Female,2,Manager,Single,53680.0,2.0,14,8,1,9.0,2,3,1,2,4,2,3,3,3,0,6.247778935185185,0.0,9,0.7809723668981481,0,1984.2617298119783,0.3333333333333333,37.48667361111111,14.38604264047962,3-5,0.0,Low,10.89081440038412
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1395,Male,5,Laboratory Technician,Single,53470.0,1.0,24,8,1,4.0,1,4,0,2,2,2,2,3,4,1,10.120157596371882,1.0,4,1.2650196995464853,1,1220.211214554097,0.0,40.48063038548753,29.79818650206472,3-5,3.0,High,10.886894729843826
50,No,Travel_Rarely,Sales,19,4,Marketing,1396,Male,3,Sales Executive,Married,31950.0,2.0,11,8,0,5.0,4,3,0,2,3,3,2,2,3,0,6.78049154589372,0.0,19,0.847561443236715,0,1088.2327390120581,0.0,40.68294927536232,20.312537354593807,3-5,2.0,Medium,10.37195875822042
53,No,Travel_Rarely,Sales,1,2,Life Sciences,1397,Male,1,Manager,Divorced,39890.0,1.0,13,8,0,5.0,2,4,1,3,4,1,3,3,3,0,6.116384220354808,0.0,11,0.764548027544351,0,1506.195621423095,0.25,30.581921101774043,4.239554477560274,3-5,0.0,Low,10.593906013524816
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1398,Male,1,Human Resources,Married,33060.0,1.0,11,8,3,8.0,6,8,1,6,4,2,3,1,3,0,7.521757369614512,0.07346938775510205,4,0.940219671201814,0,1015.0691588298725,0.125,45.130544217687074,12.10580147878819,5-10,0.5,Low,10.406109618951431
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1399,Female,2,Sales Executive,Married,70050.0,1.0,20,8,2,21.0,2,20,9,9,4,3,3,3,4,0,6.206365348399246,0.0,13,0.7757956685499058,0,2606.65110594557,0.45,43.444557438794725,15.422238525251107,>10,0.0,Low,11.156978827180746
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,1400,Female,2,Laboratory Technician,Single,26550.0,8.0,17,8,0,28.5,0,24,2,15,3,2,3,2,3,0,6.105050827423168,0.0,14,0.763131353427896,0,1004.3552291687956,0.08333333333333333,30.525254137115837,11.879880365581279,>10,0.5,Low,10.186822690744211
34,No,Travel_Frequently,Human Resources,7,4,Other,1401,Female,1,Research Scientist,Married,13930.0,1.0,11,8,2,10.0,4,10,1,9,4,3,2,4,3,0,6.80057391091532,0.0,22,0.850071738864415,0,473.06155501382705,0.1,47.60401737640724,14.141395897621424,>10,1.5,Medium,9.541871851706224
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,1402,Male,2,Sales Representative,Single,25700.0,3.0,18,8,0,21.0,2,7,1,0,4,2,3,3,3,0,7.393497365900383,0.03017241379310345,17,0.9241871707375479,0,802.7777084703685,0.14285714285714285,44.360984195402295,11.899374966161732,5-10,0.5,Low,10.154285180632154
52,No,Travel_Rarely,Research & Development,2,4,Medical,1403,Female,2,Sales Representative,Married,35370.0,0.0,11,8,1,28.5,3,33,11,9,3,3,3,3,3,0,6.301128167641325,0.0,21,0.7876410209551656,0,1296.3696351975952,0.3333333333333333,37.806769005847954,6.922496837443528,>10,0.5,Low,10.473647554347222
27,No,Travel_Rarely,Sales,15,3,Marketing,1404,Male,1,Research Scientist,Single,39860.0,1.0,12,8,2,7.0,3,7,0,3,4,2,2,3,3,0,7.527982580037665,0.05508474576271186,13,0.9409978225047081,0,1222.8432554538606,0.0,45.16789548022599,20.87199960262996,5-10,2.0,Medium,10.593153681259418
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1405,Female,2,Research Director,Married,108830.0,3.0,12,8,0,8.0,3,1,0,1,2,3,3,4,3,1,8.994780334728034,1.0,10,1.1243475418410043,1,2794.2816007019096,0.0,44.97390167364017,9.88177620960247,1-3,1.0,Low,11.597551499290729
43,No,Non-Travel,Research & Development,6,2,Medical,1406,Male,1,Healthcare Representative,Divorced,20280.0,4.0,20,8,1,7.0,2,5,2,2,4,4,4,2,4,0,8.013822362278244,0.5336134453781513,11,1.0017277952847805,1,584.44055278898,0.4,64.11057889822595,15.59417826748366,5-10,1.5,Medium,9.917439766154132
45,No,Non-Travel,Research & Development,9,2,Medical,1407,Female,1,Sales Executive,Married,95250.0,9.0,19,8,0,22.0,3,20,11,8,1,4,3,3,3,0,6.181097709551658,0.0,21,0.7726372136939572,0,3558.8647138168953,0.55,30.90548854775829,14.232503444353288,>10,0.5,Low,11.4642707916215
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1408,Female,1,Research Scientist,Married,29290.0,1.0,12,8,0,8.0,2,8,1,7,2,1,3,1,3,0,10.127794117647058,1.0,11,1.2659742647058823,1,667.9079473339567,0.125,30.383382352941176,21.06015581381597,5-10,2.0,Medium,10.285035580584145
35,No,Travel_Frequently,Research & Development,1,3,Other,1409,Male,2,Research Director,Single,22750.0,5.0,13,8,0,10.0,2,6,1,2,2,2,3,4,3,0,6.0929427462396895,0.0,20,0.7616178432799612,0,862.3159266811385,0.16666666666666666,24.371770984958758,4.223306085869211,5-10,0.5,Low,10.032364379457015
42,No,Non-Travel,Research & Development,1,1,Technical Degree,1410,Male,2,Sales Executive,Divorced,78790.0,2.0,11,8,1,11.0,2,5,0,2,3,3,3,3,3,0,6.402202729044834,0.0,21,0.8002753411306043,0,2842.194416514407,0.0,38.413216374269005,4.437668771010614,5-10,0.0,Low,11.274554056125178
38,No,Travel_Rarely,Sales,8,2,Marketing,1411,Male,5,Research Scientist,Married,49300.0,9.0,14,8,0,14.0,0,1,0,0,4,3,3,3,3,0,6.292136184857424,0.0,23,0.786517023107178,0,1809.5096734719727,0.0,44.044953294001964,13.825236269315287,1-3,0.0,Low,10.805699643800724
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,1412,Female,1,Manufacturing Director,Married,78470.0,3.0,14,8,1,9.0,3,7,1,7,4,4,1,4,3,0,7.263687819618782,0.0,10,0.9079609774523477,0,2494.9312659923994,0.14285714285714285,58.109502556950254,23.665796138368762,5-10,1.5,Medium,11.270484408764034
27,No,Travel_Frequently,Research & Development,13,4,Medical,1413,Male,1,Manager,Married,44010.0,5.0,13,8,0,6.0,4,2,2,0,3,1,3,2,3,0,6.51746151996152,0.0,18,0.81468268999519,0,1559.4986261513275,1.0,26.06984607984608,17.199954594739854,1-3,0.5,Low,10.692194881655606
49,No,Non-Travel,Research & Development,23,1,Other,1414,Female,2,Sales Executive,Divorced,92410.0,1.0,19,8,1,7.0,5,7,1,7,4,4,3,3,3,0,9.593414634146342,1.0,3,1.1991768292682927,1,2224.630353171467,0.14285714285714285,76.74731707317073,30.488388124164818,5-10,1.5,Medium,11.434001298163217
34,No,Travel_Frequently,Research & Development,7,2,Medical,1415,Male,4,Sales Representative,Divorced,29740.0,1.0,23,8,0,5.0,2,5,2,0,4,3,4,3,4,0,10.511366139846743,1.0,17,1.3139207674808429,1,653.4222274971006,0.4,73.5795629789272,21.857771411004133,5-10,2.0,Medium,10.300281844196661
40,No,Travel_Rarely,Research & Development,23,3,Medical,1416,Female,1,Laboratory Technician,Married,45020.0,8.0,12,8,2,15.0,0,7,3,7,3,4,4,2,3,0,10.400718471636194,1.0,12,1.3000898089545243,1,999.6644621972687,0.42857142857142855,72.80502930145336,33.05404317715404,5-10,2.0,Medium,10.7148843265641
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,1417,Female,3,Research Scientist,Married,107480.0,7.0,15,8,0,17.0,3,1,0,0,2,1,3,3,3,1,8.36960401891253,0.8680851063829788,14,1.0462005023640661,1,2965.752124545315,0.0,25.108812056737587,16.28649740397603,1-3,1.0,Low,11.585069366742713
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,1418,Female,2,Research Scientist,Married,15550.0,1.0,19,8,2,10.0,2,10,1,9,2,4,2,3,3,1,6.706100780532599,0.0,7,0.8382625975665748,0,535.5159631511734,0.1,40.236604683195594,16.080527360548583,>10,1.5,Medium,9.651880224221337
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1419,Female,4,Healthcare Representative,Divorced,129360.0,1.0,11,8,2,4.0,3,4,2,2,4,2,2,3,3,0,8.528221064814815,0.9708333333333333,9,1.066027633101852,1,3503.109084127792,0.5,51.16932638888889,5.911312386268324,3-5,2.0,Medium,11.770362224585982
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1420,Female,2,Laboratory Technician,Single,23050.0,1.0,17,8,0,8.0,3,8,1,7,2,4,3,3,3,0,7.500751563251563,0.047619047619047616,18,0.9375939454064454,0,709.7056328574457,0.125,45.00450937950938,5.199124798148423,5-10,0.5,Low,10.045464431431677
40,No,Non-Travel,Research & Development,28,2,Life Sciences,1421,Male,1,Manufacturing Director,Married,165835.0,9.0,22,8,0,5.0,2,3,0,2,4,4,1,4,4,0,6.091838741396264,0.0,23,0.761479842674533,0,6286.948463066653,0.0,48.73470993117011,20.51302319085369,3-5,1.0,Low,12.018754627185396
46,No,Travel_Rarely,Research & Development,25,1,Medical,1422,Male,5,Research Scientist,Divorced,34330.0,7.0,18,8,0,17.0,3,4,0,3,4,1,3,3,3,0,5.985083697234352,0.0,20,0.748135462154294,0,1324.694334713538,0.0,29.92541848617176,19.499980473728055,3-5,0.5,Low,10.44380401506915
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,1423,Male,1,Healthcare Representative,Married,34770.0,1.0,11,8,0,14.0,2,14,9,8,4,4,2,4,3,1,7.782491795593062,0.24472573839662448,12,0.9728114744491327,0,1031.8061753994173,0.6428571428571429,62.259934364744495,13.944353368943517,>10,2.0,Medium,10.456538985013989
30,No,Non-Travel,Research & Development,17,4,Life Sciences,1424,Male,2,Healthcare Representative,Single,64300.0,1.0,12,8,1,12.0,2,11,5,8,3,3,3,2,3,0,7.985305907172996,0.5063291139240507,12,0.9981632383966245,0,1859.651301926908,0.45454545454545453,47.91183544303797,23.080502672254237,>10,0.5,Low,11.071330462204312
27,No,Travel_Frequently,Research & Development,18,2,Medical,1425,Female,1,Laboratory Technician,Single,65160.0,1.0,19,8,1,7.0,4,7,0,7,4,3,3,3,3,0,6.198006607929515,0.0,22,0.7747508259911894,0,2427.95785761394,0.0,43.386046255506606,18.24965224951883,5-10,0.0,Low,11.084616409436771
51,No,Travel_Rarely,Research & Development,2,1,Medical,1426,Female,1,Manufacturing Director,Married,39070.0,5.0,13,8,0,16.0,2,10,4,7,2,2,1,3,3,0,6.702637130801688,0.0,12,0.837829641350211,0,1346.200683721405,0.4,26.81054852320675,7.363599518381894,>10,1.5,Medium,10.573135782807311
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1427,Female,2,Research Scientist,Single,55620.0,5.0,13,8,0,8.0,3,5,0,4,4,1,3,2,3,1,8.525496376811594,0.9565217391304348,19,1.0656870471014492,1,1506.688293698916,0.0,42.62748188405797,20.443247460216156,5-10,1.5,Medium,10.926316106770527
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1428,Male,2,Human Resources,Single,68830.0,3.0,19,8,2,16.0,3,1,0,0,4,4,3,2,3,0,9.09039870689655,1.0,17,1.1362998383620688,1,1748.6663033759503,0.0,72.7231896551724,6.300984233851117,1-3,1.0,Low,11.13940950383547
30,Yes,Travel_Frequently,Sales,3,2,Medical,1429,Male,2,Healthcare Representative,Single,28620.0,5.0,14,8,0,9.0,2,6,0,1,3,1,2,2,3,1,7.008028017241379,0.0,17,0.8760035021551724,0,943.1611507248142,0.0,28.032112068965517,9.715189722871932,5-10,1.5,Medium,10.261895993101012
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1430,Male,1,Sales Executive,Single,49780.0,0.0,13,8,0,7.0,3,6,1,5,3,3,2,2,3,1,7.7852650462962965,0.22083333333333333,9,0.9731581307870371,0,1476.7044832000959,0.16666666666666666,46.71159027777778,8.55298785039941,5-10,1.5,Medium,10.815388664108726
45,No,Non-Travel,Research & Development,2,3,Medical,1431,Female,2,Research Scientist,Single,103680.0,6.0,12,8,2,23.0,2,19,12,8,4,4,3,3,3,0,6.593532265890344,0.0,20,0.824191533236293,0,3631.5243154474188,0.631578947368421,52.74825812712275,7.243735573036817,>10,0.5,Low,11.549074156601316
54,No,Travel_Rarely,Sales,8,2,Marketing,1432,Female,2,Laboratory Technician,Married,61340.0,2.0,19,8,0,16.0,2,6,0,5,4,1,3,2,3,0,6.422204184704185,0.0,18,0.8027755230880231,0,2205.8286139416514,0.0,32.111020923520925,14.111024875303553,5-10,0.0,Low,11.024203740111163
